0,0,0
0.034,0.283333333333333,0
0.067,0.558333333333333,0
0.101,0.841666666666667,0
0.134,1.11666666666667,0
0.168,1.4,0
0.201,1.675,0
0.235,1.95833333333333,0
0.268,2.23333333333333,0
0.302,2.51666666666667,0
0.336,2.8,0
0.369,3.075,0
0.403,3.35833333333333,0
0.436,3.63333333333333,0
0.47,3.91666666666667,0
0.503,4.19166666666667,0
0.537,4.475,0
0.57,4.75,0
0.604,5.03333333333333,0
0.638,5.31666666666667,0
0.671,5.59166666666667,0
0.705,5.875,0
0.738,6.15,0
0.772,6.43333333333333,0
0.805,6.70833333333333,0
0.839,6.99166666666667,0
0.872,7.26666666666667,0
0.906,7.55,0
0.94,7.83333333333333,0
0.973,8.10833333333333,0
1.007,8.39166666666667,0
1.04,8.66666666666667,0
1.074,8.95,0
1.107,9.225,0
1.141,9.50833333333333,0
1.174,9.78333333333333,0
1.208,10.0666666666667,0
1.242,10.35,0
1.275,10.625,0
1.309,10.9083333333333,0
1.342,11.1833333333333,0
1.376,11.4666666666667,0
1.409,11.7416666666667,0
1.443,12.025,0
1.477,12.3083333333333,0
1.51,12.5833333333333,0
1.544,12.8666666666667,0
1.577,13.1416666666667,0
1.611,13.425,0
1.644,13.7,0
1.678,13.9833333333333,0
1.711,14.2583333333333,0
1.745,14.5416666666667,0
1.779,14.825,0
1.812,15.1,0
1.846,15.3833333333333,0
1.879,15.6583333333333,0
1.913,15.9416666666667,0
1.946,16.2166666666667,0
1.98,16.5,0
2.013,16.775,0
2.047,17.0583333333333,0
2.081,17.3416666666667,0
2.114,17.6166666666667,0
2.148,17.9,0
2.181,18.175,0
2.215,18.4583333333333,0
2.248,18.7333333333333,0
2.282,19.0166666666667,0
2.315,19.2916666666667,0
2.349,19.575,0
2.383,19.8583333333333,0
2.416,20.1333333333333,0
2.45,20.4166666666667,0
2.483,20.6916666666667,0
2.517,20.975,0
2.55,21.25,0
2.584,21.5333333333333,0
2.617,21.8083333333333,0
2.651,22.0916666666667,0
2.685,22.375,0
2.718,22.65,0
2.752,22.9333333333333,0
2.785,23.2083333333333,0
2.819,23.4916666666667,0
2.852,23.7666666666667,0
2.886,24.05,0
2.919,24.325,0
2.953,24.6083333333333,0
2.987,24.8916666666667,0
3.02,25.1666666666667,0
3.054,25.45,0
3.087,25.725,0
3.121,26.0083333333333,0
3.154,26.2833333333333,0
3.188,26.5666666666667,0
3.221,26.8416666666667,0
3.255,27.125,0
3.289,27.4083333333333,0
3.322,27.6833333333333,0
3.356,27.9666666666667,0
3.389,28.2416666666667,0
3.423,28.525,0
3.456,28.8,0
3.49,29.0833333333333,0
3.523,29.3583333333333,0
3.557,29.6416666666667,0
3.591,29.925,0
3.624,30.2,0
3.658,30.4833333333333,0
3.691,30.7583333333333,0
3.725,31.0416666666667,0
3.758,31.3166666666667,0
3.792,31.6,0
3.826,31.8833333333333,0
3.859,32.1583333333333,0
3.893,32.4416666666667,0
3.926,32.7166666666667,0
3.96,33,0
3.993,33.275,0
4.027,33.5583333333333,0
4.06,33.8333333333333,0
4.094,34.1166666666667,0
4.128,34.4,0
4.161,34.675,0
4.195,34.9583333333333,0
4.228,35.2333333333333,0
4.262,35.5166666666667,0
4.295,35.7916666666667,0
4.329,36.075,0
4.362,36.35,0
4.396,36.6333333333333,0
4.43,36.9166666666667,0
4.463,37.1916666666667,0
4.497,37.475,0
4.53,37.75,0
4.564,38.0333333333333,0
4.597,38.3083333333333,0
4.631,38.5916666666667,0
4.664,38.8666666666667,0
4.698,39.15,0
4.732,39.4333333333333,0
4.765,39.7083333333333,0
4.799,39.9916666666667,0
4.832,40.2666666666667,0
4.866,40.55,0
4.899,40.825,0
4.933,41.1083333333333,0
4.966,41.3833333333333,0
5,41.6666666666667,0
5.033,41.9416666666667,0
5.067,42.225,0
5.1,42.5,0
5.133,42.775,0
5.167,43.0583333333333,0
5.2,43.3333333333333,0
5.233,43.6083333333333,0
5.267,43.8916666666667,0
5.3,44.1666666666667,0
5.333,44.4416666666667,0
5.367,44.725,0
5.4,45,0
5.433,45.275,0
5.467,45.5583333333333,0
5.5,45.8333333333333,0
5.533,46.1083333333333,0
5.567,46.3916666666667,0
5.6,46.6666666666667,0
5.634,46.95,0
5.667,47.225,0
5.7,47.5,0
5.734,47.7833333333333,0
5.767,48.0583333333333,0
5.8,48.3333333333333,0
5.834,48.6166666666667,0
5.867,48.8916666666667,0
5.9,49.1666666666667,0
5.934,49.45,0
5.967,49.725,0
6,50,0
6.034,50.2833333333333,0
6.067,50.5583333333333,0
6.1,50.8333333333333,0
6.134,51.1166666666667,0
6.167,51.3916666666667,0
6.2,51.6666666666667,0
6.234,51.95,0
6.267,52.225,0
6.3,52.5,0
6.334,52.7833333333333,0
6.367,53.0583333333333,0
6.4,53.3333333333333,0
6.434,53.6166666666667,0
6.467,53.8916666666667,0
6.5,54.1666666666667,0
6.534,54.45,0
