0,0,0
0.034,-0.001,0
0.067,-0.002,0
0.101,-0.002,0
0.134,-0.004,0
0.168,-0.004,0
0.201,-0.005,0
0.235,-0.005,0
0.268,-0.006,0
0.302,-0.006,0
0.336,-0.007,0
0.369,-0.007,0
0.403,-0.008,0
0.436,-0.008,0
0.47,-0.007,0
0.503,-0.007,0
0.537,-0.007,0
0.57,-0.006,0
0.604,-0.006,0
0.638,-0.006,0
0.671,-0.006,0
0.705,-0.006,0
0.738,-0.006,0
0.772,-0.006,0
0.805,-0.005,0
0.839,-0.004,0
0.872,-0.003,0
0.906,-0.002,0
0.94,-0.001,0
0.973,0,0
1.007,0.002,0
1.04,0.004,0
1.074,0.007,0
1.107,0.009,0
1.141,0.012,0
1.174,0.015,0
1.208,0.018,0
1.242,0.022,0
1.275,0.025,0
1.309,0.03,0
1.342,0.035,0
1.376,0.04,0
1.409,0.045,0
1.443,0.051,0
1.477,0.057,0
1.51,0.063,0
1.544,0.07,0
1.577,0.077,0
1.611,0.085,0
1.644,0.093,0
1.678,0.101,0
1.711,0.109,0
1.745,0.118,0
1.779,0.127,0
1.812,0.137,0
1.846,0.148,0
1.879,0.159,0
1.913,0.172,0
1.946,0.184,0
1.98,0.197,0
2.013,0.21,0
2.047,0.224,0
2.081,0.238,0
2.114,0.253,0
2.148,0.267,0
2.181,0.283,0
2.215,0.298,0
2.248,0.314,0
2.282,0.33,0
2.315,0.347,0
2.349,0.363,0
2.383,0.381,0
2.416,0.399,0
2.45,0.417,0
2.483,0.436,0
2.517,0.456,0
2.55,0.476,0
2.584,0.497,0
2.617,0.518,0
2.651,0.54,0
2.685,0.563,0
2.718,0.586,0
2.752,0.61,0
2.785,0.634,0
2.819,0.66,0
2.852,0.686,0
2.886,0.713,0
2.919,0.742,0
2.953,0.771,0
2.987,0.801,0
3.02,0.832,0
3.054,0.863,0
3.087,0.895,0
3.121,0.927,0
3.154,0.96,0
3.188,0.994,0
3.221,1.028,0
3.255,1.063,0
3.289,1.099,0
3.322,1.135,0
3.356,1.173,0
3.389,1.21,0
3.423,1.249,0
3.456,1.288,0
3.49,1.329,0
3.523,1.369,0
3.557,1.411,0
3.591,1.452,0
3.624,1.495,0
3.658,1.538,0
3.691,1.582,0
3.725,1.627,0
3.758,1.673,0
3.792,1.72,0
3.826,1.768,0
3.859,1.817,0
3.893,1.866,0
3.926,1.916,0
3.96,1.967,0
3.993,2.02,0
4.027,2.073,0
4.06,2.127,0
4.094,2.182,0
4.128,2.239,0
4.161,2.296,0
4.195,2.354,0
4.228,2.414,0
4.262,2.474,0
4.295,2.536,0
4.329,2.599,0
4.362,2.664,0
4.396,2.73,0
4.43,2.796,0
4.463,2.863,0
4.497,2.931,0
4.53,3,0
4.564,3.07,0
4.597,3.142,0
4.631,3.216,0
4.664,3.29,0
4.698,3.366,0
4.732,3.443,0
4.765,3.521,0
4.799,3.6,0
4.832,3.68,0
4.866,3.761,0
4.899,3.843,0
4.933,3.927,0
4.966,4.012,0
5,4.098,0
5,4.186,0
5.033,4.274,0
5.067,4.364,0
5.1,4.454,0
5.133,4.545,0
5.167,4.637,0
5.2,4.73,0
5.233,4.824,0
5.267,4.918,0
5.3,5.014,0
5.333,5.111,0
5.367,5.209,0
5.4,5.308,0
5.433,5.408,0
5.467,5.508,0
5.5,5.61,0
5.533,5.714,0
5.567,5.817,0
5.6,5.922,0
5.634,6.027,0
5.667,6.134,0
5.7,6.242,0
5.734,6.351,0
5.767,6.461,0
5.8,6.573,0
5.834,6.686,0
5.867,6.799,0
5.9,6.914,0
5.934,7.029,0
5.967,7.146,0
6,7.263,0
6.034,7.381,0
6.067,7.5,0
6.1,7.62,0
6.134,7.741,0
6.167,7.863,0
6.2,7.986,0
6.234,8.109,0
6.267,8.233,0
6.3,8.358,0
6.334,8.484,0
